id,name,height,weight,base_experience,types,abilities,stats
901,ursaluna,24,2900,275,"['ground', 'normal']","['guts', 'bulletproof', 'unnerve']","{'hp': 130, 'attack': 140, 'defense': 105, 'special-attack': 45, 'special-defense': 80, 'speed': 50}"
902,basculegion-male,30,1100,265,"['water', 'ghost']","['swift-swim', 'adaptability', 'mold-breaker']","{'hp': 120, 'attack': 112, 'defense': 65, 'special-attack': 80, 'special-defense': 75, 'speed': 78}"
903,sneasler,13,430,102,"['fighting', 'poison']","['pressure', 'unburden', 'poison-touch']","{'hp': 80, 'attack': 130, 'defense': 60, 'special-attack': 40, 'special-defense': 80, 'speed': 120}"
904,overqwil,25,605,179,"['dark', 'poison']","['poison-point', 'swift-swim', 'intimidate']","{'hp': 85, 'attack': 115, 'defense': 95, 'special-attack': 65, 'special-defense': 65, 'speed': 85}"
905,enamorus-incarnate,16,480,116,"['fairy', 'flying']","['cute-charm', 'contrary']","{'hp': 74, 'attack': 115, 'defense': 70, 'special-attack': 135, 'special-defense': 80, 'speed': 106}"
906,sprigatito,4,41,62,['grass'],"['overgrow', 'protean']","{'hp': 40, 'attack': 61, 'defense': 54, 'special-attack': 45, 'special-defense': 45, 'speed': 65}"
907,floragato,9,122,144,['grass'],"['overgrow', 'protean']","{'hp': 61, 'attack': 80, 'defense': 63, 'special-attack': 60, 'special-defense': 63, 'speed': 83}"
908,meowscarada,15,312,265,"['grass', 'dark']","['overgrow', 'protean']","{'hp': 76, 'attack': 110, 'defense': 70, 'special-attack': 81, 'special-defense': 70, 'speed': 123}"
909,fuecoco,4,98,62,['fire'],"['blaze', 'unaware']","{'hp': 67, 'attack': 45, 'defense': 59, 'special-attack': 63, 'special-defense': 40, 'speed': 36}"
910,crocalor,10,307,144,['fire'],"['blaze', 'unaware']","{'hp': 81, 'attack': 55, 'defense': 78, 'special-attack': 90, 'special-defense': 58, 'speed': 49}"
911,skeledirge,16,3265,265,"['fire', 'ghost']","['blaze', 'unaware']","{'hp': 104, 'attack': 75, 'defense': 100, 'special-attack': 110, 'special-defense': 75, 'speed': 66}"
912,quaxly,5,61,62,['water'],"['torrent', 'moxie']","{'hp': 55, 'attack': 65, 'defense': 45, 'special-attack': 50, 'special-defense': 45, 'speed': 50}"
913,quaxwell,12,215,144,['water'],"['torrent', 'moxie']","{'hp': 70, 'attack': 85, 'defense': 65, 'special-attack': 65, 'special-defense': 60, 'speed': 65}"
914,quaquaval,18,619,265,"['water', 'fighting']","['torrent', 'moxie']","{'hp': 85, 'attack': 120, 'defense': 80, 'special-attack': 85, 'special-defense': 75, 'speed': 85}"
915,lechonk,5,102,51,['normal'],"['aroma-veil', 'gluttony', 'thick-fat']","{'hp': 54, 'attack': 45, 'defense': 40, 'special-attack': 35, 'special-defense': 45, 'speed': 35}"
916,oinkologne-male,10,1200,171,['normal'],"['lingering-aroma', 'gluttony', 'thick-fat']","{'hp': 110, 'attack': 100, 'defense': 75, 'special-attack': 59, 'special-defense': 80, 'speed': 65}"
917,tarountula,3,40,42,['bug'],"['insomnia', 'stakeout']","{'hp': 35, 'attack': 41, 'defense': 45, 'special-attack': 29, 'special-defense': 40, 'speed': 20}"
918,spidops,10,165,141,['bug'],"['insomnia', 'stakeout']","{'hp': 60, 'attack': 79, 'defense': 92, 'special-attack': 52, 'special-defense': 86, 'speed': 35}"
919,nymble,2,10,42,['bug'],"['swarm', 'tinted-lens']","{'hp': 33, 'attack': 46, 'defense': 40, 'special-attack': 21, 'special-defense': 25, 'speed': 45}"
920,lokix,10,175,158,"['bug', 'dark']","['swarm', 'tinted-lens']","{'hp': 71, 'attack': 102, 'defense': 78, 'special-attack': 52, 'special-defense': 55, 'speed': 92}"
921,pawmi,3,25,48,['electric'],"['static', 'natural-cure', 'iron-fist']","{'hp': 45, 'attack': 50, 'defense': 20, 'special-attack': 40, 'special-defense': 25, 'speed': 60}"
922,pawmo,4,65,123,"['electric', 'fighting']","['volt-absorb', 'natural-cure', 'iron-fist']","{'hp': 60, 'attack': 75, 'defense': 40, 'special-attack': 50, 'special-defense': 40, 'speed': 85}"
923,pawmot,9,410,245,"['electric', 'fighting']","['volt-absorb', 'natural-cure', 'iron-fist']","{'hp': 70, 'attack': 115, 'defense': 70, 'special-attack': 70, 'special-defense': 60, 'speed': 105}"
924,tandemaus,3,18,61,['normal'],"['run-away', 'pickup', 'own-tempo']","{'hp': 50, 'attack': 50, 'defense': 45, 'special-attack': 40, 'special-defense': 45, 'speed': 75}"
925,maushold-family-of-four,3,23,165,['normal'],"['friend-guard', 'cheek-pouch', 'technician']","{'hp': 74, 'attack': 75, 'defense': 70, 'special-attack': 65, 'special-defense': 75, 'speed': 111}"
926,fidough,3,109,62,['fairy'],"['own-tempo', 'klutz']","{'hp': 37, 'attack': 55, 'defense': 70, 'special-attack': 30, 'special-defense': 55, 'speed': 65}"
927,dachsbun,5,149,167,['fairy'],"['well-baked-body', 'aroma-veil']","{'hp': 57, 'attack': 80, 'defense': 115, 'special-attack': 50, 'special-defense': 80, 'speed': 95}"
928,smoliv,3,65,52,"['grass', 'normal']","['early-bird', 'harvest']","{'hp': 41, 'attack': 35, 'defense': 45, 'special-attack': 58, 'special-defense': 51, 'speed': 30}"
929,dolliv,6,119,124,"['grass', 'normal']","['early-bird', 'harvest']","{'hp': 52, 'attack': 53, 'defense': 60, 'special-attack': 78, 'special-defense': 78, 'speed': 33}"
930,arboliva,14,482,255,"['grass', 'normal']","['seed-sower', 'harvest']","{'hp': 78, 'attack': 69, 'defense': 90, 'special-attack': 125, 'special-defense': 109, 'speed': 39}"
931,squawkabilly-green-plumage,6,24,146,"['normal', 'flying']","['intimidate', 'hustle', 'guts']","{'hp': 82, 'attack': 96, 'defense': 51, 'special-attack': 45, 'special-defense': 51, 'speed': 92}"
932,nacli,4,160,56,['rock'],"['purifying-salt', 'sturdy', 'clear-body']","{'hp': 55, 'attack': 55, 'defense': 75, 'special-attack': 35, 'special-defense': 35, 'speed': 25}"
933,naclstack,6,1050,124,['rock'],"['purifying-salt', 'sturdy', 'clear-body']","{'hp': 60, 'attack': 60, 'defense': 100, 'special-attack': 35, 'special-defense': 65, 'speed': 35}"
934,garganacl,23,2400,250,['rock'],"['purifying-salt', 'sturdy', 'clear-body']","{'hp': 100, 'attack': 100, 'defense': 130, 'special-attack': 45, 'special-defense': 90, 'speed': 35}"
935,charcadet,6,105,51,['fire'],"['flash-fire', 'flame-body']","{'hp': 40, 'attack': 50, 'defense': 40, 'special-attack': 50, 'special-defense': 40, 'speed': 35}"
936,armarouge,15,850,263,"['fire', 'psychic']","['flash-fire', 'weak-armor']","{'hp': 85, 'attack': 60, 'defense': 100, 'special-attack': 125, 'special-defense': 80, 'speed': 75}"
937,ceruledge,16,620,263,"['fire', 'ghost']","['flash-fire', 'weak-armor']","{'hp': 75, 'attack': 125, 'defense': 80, 'special-attack': 60, 'special-defense': 100, 'speed': 85}"
938,tadbulb,3,4,54,['electric'],"['own-tempo', 'static', 'damp']","{'hp': 61, 'attack': 31, 'defense': 41, 'special-attack': 59, 'special-defense': 35, 'speed': 45}"
939,bellibolt,12,1130,173,['electric'],"['electromorphosis', 'static', 'damp']","{'hp': 109, 'attack': 64, 'defense': 91, 'special-attack': 103, 'special-defense': 83, 'speed': 45}"
940,wattrel,4,36,56,"['electric', 'flying']","['wind-power', 'volt-absorb', 'competitive']","{'hp': 40, 'attack': 40, 'defense': 35, 'special-attack': 55, 'special-defense': 40, 'speed': 70}"
941,kilowattrel,14,386,172,"['electric', 'flying']","['wind-power', 'volt-absorb', 'competitive']","{'hp': 70, 'attack': 70, 'defense': 60, 'special-attack': 105, 'special-defense': 60, 'speed': 125}"
942,maschiff,5,160,68,['dark'],"['intimidate', 'run-away', 'stakeout']","{'hp': 60, 'attack': 78, 'defense': 60, 'special-attack': 40, 'special-defense': 51, 'speed': 51}"
943,mabosstiff,11,610,177,['dark'],"['intimidate', 'guard-dog', 'stakeout']","{'hp': 80, 'attack': 120, 'defense': 90, 'special-attack': 60, 'special-defense': 70, 'speed': 85}"
944,shroodle,2,7,58,"['poison', 'normal']","['unburden', 'pickpocket', 'prankster']","{'hp': 40, 'attack': 65, 'defense': 35, 'special-attack': 40, 'special-defense': 35, 'speed': 75}"
945,grafaiai,7,272,170,"['poison', 'normal']","['unburden', 'poison-touch', 'prankster']","{'hp': 63, 'attack': 95, 'defense': 65, 'special-attack': 80, 'special-defense': 72, 'speed': 110}"
946,bramblin,6,6,55,"['grass', 'ghost']","['wind-rider', 'infiltrator']","{'hp': 40, 'attack': 65, 'defense': 30, 'special-attack': 45, 'special-defense': 35, 'speed': 60}"
947,brambleghast,12,60,168,"['grass', 'ghost']","['wind-rider', 'infiltrator']","{'hp': 55, 'attack': 115, 'defense': 70, 'special-attack': 80, 'special-defense': 70, 'speed': 90}"
948,toedscool,9,330,67,"['ground', 'grass']","['mycelium-might', 'mycelium-might']","{'hp': 40, 'attack': 40, 'defense': 35, 'special-attack': 50, 'special-defense': 100, 'speed': 70}"
949,toedscruel,19,580,180,"['ground', 'grass']","['mycelium-might', 'mycelium-might']","{'hp': 80, 'attack': 70, 'defense': 65, 'special-attack': 80, 'special-defense': 120, 'speed': 100}"
950,klawf,13,790,158,['rock'],"['anger-shell', 'shell-armor', 'regenerator']","{'hp': 70, 'attack': 100, 'defense': 115, 'special-attack': 35, 'special-defense': 55, 'speed': 75}"
951,capsakid,3,30,61,['grass'],"['chlorophyll', 'insomnia', 'klutz']","{'hp': 50, 'attack': 62, 'defense': 40, 'special-attack': 62, 'special-defense': 40, 'speed': 50}"
952,scovillain,9,150,170,"['grass', 'fire']","['chlorophyll', 'insomnia', 'moody']","{'hp': 65, 'attack': 108, 'defense': 65, 'special-attack': 108, 'special-defense': 65, 'speed': 75}"
953,rellor,2,10,54,['bug'],"['compound-eyes', 'shed-skin']","{'hp': 41, 'attack': 50, 'defense': 60, 'special-attack': 31, 'special-defense': 58, 'speed': 30}"
954,rabsca,3,35,165,"['bug', 'psychic']","['synchronize', 'telepathy']","{'hp': 75, 'attack': 50, 'defense': 85, 'special-attack': 115, 'special-defense': 100, 'speed': 45}"
955,flittle,2,15,51,['psychic'],"['anticipation', 'frisk', 'speed-boost']","{'hp': 30, 'attack': 35, 'defense': 30, 'special-attack': 55, 'special-defense': 30, 'speed': 75}"
956,espathra,19,900,168,['psychic'],"['opportunist', 'frisk', 'speed-boost']","{'hp': 95, 'attack': 60, 'defense': 60, 'special-attack': 101, 'special-defense': 60, 'speed': 105}"
957,tinkatink,4,89,59,"['fairy', 'steel']","['mold-breaker', 'own-tempo', 'pickpocket']","{'hp': 50, 'attack': 45, 'defense': 45, 'special-attack': 35, 'special-defense': 64, 'speed': 58}"
958,tinkatuff,7,591,133,"['fairy', 'steel']","['mold-breaker', 'own-tempo', 'pickpocket']","{'hp': 65, 'attack': 55, 'defense': 55, 'special-attack': 45, 'special-defense': 82, 'speed': 78}"
959,tinkaton,7,1128,253,"['fairy', 'steel']","['mold-breaker', 'own-tempo', 'pickpocket']","{'hp': 85, 'attack': 75, 'defense': 77, 'special-attack': 70, 'special-defense': 105, 'speed': 94}"
960,wiglett,12,18,49,['water'],"['gooey', 'rattled', 'sand-veil']","{'hp': 10, 'attack': 55, 'defense': 25, 'special-attack': 35, 'special-defense': 25, 'speed': 95}"
961,wugtrio,12,54,149,['water'],"['gooey', 'rattled', 'sand-veil']","{'hp': 35, 'attack': 100, 'defense': 50, 'special-attack': 50, 'special-defense': 70, 'speed': 120}"
962,bombirdier,15,429,243,"['flying', 'dark']","['big-pecks', 'keen-eye', 'rocky-payload']","{'hp': 70, 'attack': 103, 'defense': 85, 'special-attack': 60, 'special-defense': 85, 'speed': 82}"
963,finizen,13,602,63,['water'],"['water-veil', 'water-veil']","{'hp': 70, 'attack': 45, 'defense': 40, 'special-attack': 45, 'special-defense': 40, 'speed': 75}"
964,palafin-zero,13,602,160,['water'],"['zero-to-hero', 'zero-to-hero']","{'hp': 100, 'attack': 70, 'defense': 72, 'special-attack': 53, 'special-defense': 62, 'speed': 100}"
965,varoom,10,350,60,"['steel', 'poison']","['overcoat', 'slow-start']","{'hp': 45, 'attack': 70, 'defense': 63, 'special-attack': 30, 'special-defense': 45, 'speed': 47}"
966,revavroom,18,1200,175,"['steel', 'poison']","['overcoat', 'filter']","{'hp': 80, 'attack': 119, 'defense': 90, 'special-attack': 54, 'special-defense': 67, 'speed': 90}"
967,cyclizar,16,630,175,"['dragon', 'normal']","['shed-skin', 'regenerator']","{'hp': 70, 'attack': 95, 'defense': 65, 'special-attack': 85, 'special-defense': 65, 'speed': 121}"
968,orthworm,25,3100,240,['steel'],"['earth-eater', 'sand-veil']","{'hp': 70, 'attack': 85, 'defense': 145, 'special-attack': 60, 'special-defense': 55, 'speed': 65}"
969,glimmet,7,80,70,"['rock', 'poison']","['toxic-debris', 'corrosion']","{'hp': 48, 'attack': 35, 'defense': 42, 'special-attack': 105, 'special-defense': 60, 'speed': 60}"
970,glimmora,15,450,184,"['rock', 'poison']","['toxic-debris', 'corrosion']","{'hp': 83, 'attack': 55, 'defense': 90, 'special-attack': 130, 'special-defense': 81, 'speed': 86}"
971,greavard,6,350,58,['ghost'],"['pickup', 'fluffy']","{'hp': 50, 'attack': 61, 'defense': 60, 'special-attack': 30, 'special-defense': 55, 'speed': 34}"
972,houndstone,20,150,171,['ghost'],"['sand-rush', 'fluffy']","{'hp': 72, 'attack': 101, 'defense': 100, 'special-attack': 50, 'special-defense': 97, 'speed': 68}"
973,flamigo,16,370,175,"['flying', 'fighting']","['scrappy', 'tangled-feet', 'costar']","{'hp': 82, 'attack': 115, 'defense': 74, 'special-attack': 75, 'special-defense': 64, 'speed': 90}"
974,cetoddle,12,450,67,['ice'],"['thick-fat', 'snow-cloak', 'sheer-force']","{'hp': 108, 'attack': 68, 'defense': 45, 'special-attack': 30, 'special-defense': 40, 'speed': 43}"
975,cetitan,45,7000,182,['ice'],"['thick-fat', 'slush-rush', 'sheer-force']","{'hp': 170, 'attack': 113, 'defense': 65, 'special-attack': 45, 'special-defense': 55, 'speed': 73}"
976,veluza,25,900,167,"['water', 'psychic']","['mold-breaker', 'sharpness']","{'hp': 90, 'attack': 102, 'defense': 73, 'special-attack': 78, 'special-defense': 65, 'speed': 70}"
977,dondozo,120,2200,265,['water'],"['unaware', 'oblivious', 'water-veil']","{'hp': 150, 'attack': 100, 'defense': 115, 'special-attack': 65, 'special-defense': 65, 'speed': 35}"
978,tatsugiri-curly,3,80,166,"['dragon', 'water']","['commander', 'storm-drain']","{'hp': 68, 'attack': 50, 'defense': 60, 'special-attack': 120, 'special-defense': 95, 'speed': 82}"
979,annihilape,12,560,268,"['fighting', 'ghost']","['vital-spirit', 'inner-focus', 'defiant']","{'hp': 110, 'attack': 115, 'defense': 80, 'special-attack': 50, 'special-defense': 90, 'speed': 90}"
980,clodsire,18,2230,151,"['poison', 'ground']","['poison-point', 'water-absorb', 'unaware']","{'hp': 130, 'attack': 75, 'defense': 60, 'special-attack': 45, 'special-defense': 100, 'speed': 20}"
981,farigiraf,32,1600,260,"['normal', 'psychic']","['cud-chew', 'armor-tail', 'sap-sipper']","{'hp': 120, 'attack': 90, 'defense': 70, 'special-attack': 110, 'special-defense': 70, 'speed': 60}"
982,dudunsparce-two-segment,36,392,182,['normal'],"['serene-grace', 'run-away', 'rattled']","{'hp': 125, 'attack': 100, 'defense': 80, 'special-attack': 85, 'special-defense': 75, 'speed': 55}"
983,kingambit,20,1200,275,"['dark', 'steel']","['defiant', 'supreme-overlord', 'pressure']","{'hp': 100, 'attack': 135, 'defense': 120, 'special-attack': 60, 'special-defense': 85, 'speed': 50}"
984,great-tusk,22,3200,285,"['ground', 'fighting']",['protosynthesis'],"{'hp': 115, 'attack': 131, 'defense': 131, 'special-attack': 53, 'special-defense': 53, 'speed': 87}"
985,scream-tail,12,80,285,"['fairy', 'psychic']",['protosynthesis'],"{'hp': 115, 'attack': 65, 'defense': 99, 'special-attack': 65, 'special-defense': 115, 'speed': 111}"
986,brute-bonnet,12,210,285,"['grass', 'dark']",['protosynthesis'],"{'hp': 111, 'attack': 127, 'defense': 99, 'special-attack': 79, 'special-defense': 99, 'speed': 55}"
987,flutter-mane,14,40,285,"['ghost', 'fairy']",['protosynthesis'],"{'hp': 55, 'attack': 55, 'defense': 55, 'special-attack': 135, 'special-defense': 135, 'speed': 135}"
988,slither-wing,32,920,285,"['bug', 'fighting']",['protosynthesis'],"{'hp': 85, 'attack': 135, 'defense': 79, 'special-attack': 85, 'special-defense': 105, 'speed': 81}"
989,sandy-shocks,23,600,285,"['electric', 'ground']",['protosynthesis'],"{'hp': 85, 'attack': 81, 'defense': 97, 'special-attack': 121, 'special-defense': 85, 'speed': 101}"
990,iron-treads,9,2400,285,"['ground', 'steel']",['quark-drive'],"{'hp': 90, 'attack': 112, 'defense': 120, 'special-attack': 72, 'special-defense': 70, 'speed': 106}"
991,iron-bundle,6,110,285,"['ice', 'water']",['quark-drive'],"{'hp': 56, 'attack': 80, 'defense': 114, 'special-attack': 124, 'special-defense': 60, 'speed': 136}"
992,iron-hands,18,3807,285,"['fighting', 'electric']",['quark-drive'],"{'hp': 154, 'attack': 140, 'defense': 108, 'special-attack': 50, 'special-defense': 68, 'speed': 50}"
993,iron-jugulis,13,1110,285,"['dark', 'flying']",['quark-drive'],"{'hp': 94, 'attack': 80, 'defense': 86, 'special-attack': 122, 'special-defense': 80, 'speed': 108}"
994,iron-moth,12,360,285,"['fire', 'poison']",['quark-drive'],"{'hp': 80, 'attack': 70, 'defense': 60, 'special-attack': 140, 'special-defense': 110, 'speed': 110}"
995,iron-thorns,16,3030,285,"['rock', 'electric']",['quark-drive'],"{'hp': 100, 'attack': 134, 'defense': 110, 'special-attack': 70, 'special-defense': 84, 'speed': 72}"
996,frigibax,5,170,64,"['dragon', 'ice']","['thermal-exchange', 'ice-body']","{'hp': 65, 'attack': 75, 'defense': 45, 'special-attack': 35, 'special-defense': 45, 'speed': 55}"
997,arctibax,8,300,148,"['dragon', 'ice']","['thermal-exchange', 'ice-body']","{'hp': 90, 'attack': 95, 'defense': 66, 'special-attack': 45, 'special-defense': 65, 'speed': 62}"
998,baxcalibur,21,2100,300,"['dragon', 'ice']","['thermal-exchange', 'ice-body']","{'hp': 115, 'attack': 145, 'defense': 92, 'special-attack': 75, 'special-defense': 86, 'speed': 87}"
999,gimmighoul,3,50,60,['ghost'],['rattled'],"{'hp': 45, 'attack': 30, 'defense': 70, 'special-attack': 75, 'special-defense': 70, 'speed': 10}"
1000,gholdengo,12,300,275,"['steel', 'ghost']",['good-as-gold'],"{'hp': 87, 'attack': 60, 'defense': 95, 'special-attack': 133, 'special-defense': 91, 'speed': 84}"
1001,wo-chien,15,742,285,"['dark', 'grass']",['tablets-of-ruin'],"{'hp': 85, 'attack': 85, 'defense': 100, 'special-attack': 95, 'special-defense': 135, 'speed': 70}"
1002,chien-pao,19,1522,285,"['dark', 'ice']",['sword-of-ruin'],"{'hp': 80, 'attack': 120, 'defense': 80, 'special-attack': 90, 'special-defense': 65, 'speed': 135}"
1003,ting-lu,27,6997,285,"['dark', 'ground']",['vessel-of-ruin'],"{'hp': 155, 'attack': 110, 'defense': 125, 'special-attack': 55, 'special-defense': 80, 'speed': 45}"
1004,chi-yu,4,49,285,"['dark', 'fire']",['beads-of-ruin'],"{'hp': 55, 'attack': 80, 'defense': 80, 'special-attack': 135, 'special-defense': 120, 'speed': 100}"
1005,roaring-moon,20,3800,295,"['dragon', 'dark']",['protosynthesis'],"{'hp': 105, 'attack': 139, 'defense': 71, 'special-attack': 55, 'special-defense': 101, 'speed': 119}"
1006,iron-valiant,14,350,295,"['fairy', 'fighting']",['quark-drive'],"{'hp': 74, 'attack': 130, 'defense': 90, 'special-attack': 120, 'special-defense': 60, 'speed': 116}"
1007,koraidon,25,3030,335,"['fighting', 'dragon']",['orichalcum-pulse'],"{'hp': 100, 'attack': 135, 'defense': 115, 'special-attack': 85, 'special-defense': 100, 'speed': 135}"
1008,miraidon,35,2400,335,"['electric', 'dragon']",['hadron-engine'],"{'hp': 100, 'attack': 85, 'defense': 100, 'special-attack': 135, 'special-defense': 115, 'speed': 135}"
1009,walking-wake,35,2800,295,"['water', 'dragon']",['protosynthesis'],"{'hp': 99, 'attack': 83, 'defense': 91, 'special-attack': 125, 'special-defense': 83, 'speed': 109}"
1010,iron-leaves,15,1250,295,"['grass', 'psychic']",['quark-drive'],"{'hp': 90, 'attack': 130, 'defense': 88, 'special-attack': 70, 'special-defense': 108, 'speed': 104}"
1011,dipplin,4,97,170,"['grass', 'dragon']","['supersweet-syrup', 'gluttony', 'sticky-hold']","{'hp': 80, 'attack': 80, 'defense': 110, 'special-attack': 95, 'special-defense': 80, 'speed': 40}"
1012,poltchageist,1,11,62,"['grass', 'ghost']","['hospitality', 'heatproof']","{'hp': 40, 'attack': 45, 'defense': 45, 'special-attack': 74, 'special-defense': 54, 'speed': 50}"
1013,sinistcha,2,22,178,"['grass', 'ghost']","['hospitality', 'heatproof']","{'hp': 71, 'attack': 60, 'defense': 106, 'special-attack': 121, 'special-defense': 80, 'speed': 70}"
1014,okidogi,18,922,278,"['poison', 'fighting']","['toxic-chain', 'guard-dog']","{'hp': 88, 'attack': 128, 'defense': 115, 'special-attack': 58, 'special-defense': 86, 'speed': 80}"
1015,munkidori,10,122,278,"['poison', 'psychic']","['toxic-chain', 'frisk']","{'hp': 88, 'attack': 75, 'defense': 66, 'special-attack': 130, 'special-defense': 90, 'speed': 106}"
1016,fezandipiti,14,301,278,"['poison', 'fairy']","['toxic-chain', 'technician']","{'hp': 88, 'attack': 91, 'defense': 82, 'special-attack': 70, 'special-defense': 125, 'speed': 99}"
1017,ogerpon,12,398,275,['grass'],['defiant'],"{'hp': 80, 'attack': 120, 'defense': 84, 'special-attack': 60, 'special-defense': 96, 'speed': 110}"
1018,archaludon,20,600,300,"['steel', 'dragon']","['stamina', 'sturdy', 'stalwart']","{'hp': 90, 'attack': 105, 'defense': 130, 'special-attack': 125, 'special-defense': 65, 'speed': 85}"
1019,hydrapple,18,930,270,"['grass', 'dragon']","['supersweet-syrup', 'regenerator', 'sticky-hold']","{'hp': 106, 'attack': 80, 'defense': 110, 'special-attack': 120, 'special-defense': 80, 'speed': 44}"
1020,gouging-fire,35,5900,295,"['fire', 'dragon']",['protosynthesis'],"{'hp': 105, 'attack': 115, 'defense': 121, 'special-attack': 65, 'special-defense': 93, 'speed': 91}"
1021,raging-bolt,52,4800,295,"['electric', 'dragon']",['protosynthesis'],"{'hp': 125, 'attack': 73, 'defense': 91, 'special-attack': 137, 'special-defense': 89, 'speed': 75}"
1022,iron-boulder,15,1625,295,"['rock', 'psychic']",['quark-drive'],"{'hp': 90, 'attack': 120, 'defense': 80, 'special-attack': 68, 'special-defense': 108, 'speed': 124}"
1023,iron-crown,16,1560,295,"['steel', 'psychic']",['quark-drive'],"{'hp': 90, 'attack': 72, 'defense': 100, 'special-attack': 122, 'special-defense': 108, 'speed': 98}"
1024,terapagos,2,65,90,['normal'],['tera-shift'],"{'hp': 90, 'attack': 65, 'defense': 85, 'special-attack': 65, 'special-defense': 85, 'speed': 60}"
1025,pecharunt,3,3,300,"['poison', 'ghost']",['poison-puppeteer'],"{'hp': 88, 'attack': 88, 'defense': 160, 'special-attack': 88, 'special-defense': 88, 'speed': 88}"
